Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units,weight_data_types
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-192,resnet,Offline,316.822,acc: 70.740,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-192,resnet,SingleStream,3.179399,acc: 70.740,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-192,resnet,MultiStream,26.183272,acc: 70.740,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-128,resnet,Offline,1721.55,acc: 49.224,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-128/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-128,resnet,SingleStream,0.58226,acc: 49.224,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-128/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-128,resnet,MultiStream,4.730944,acc: 49.224,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-128/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-192,resnet,Offline,308.447,acc: 67.458,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-192,resnet,SingleStream,3.247239,acc: 67.458,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-192,resnet,MultiStream,26.170808,acc: 67.458,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.5-224,resnet,Offline,368.189,acc: 62.308,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.5-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.5-224,resnet,SingleStream,2.723047,acc: 62.308,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.5-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.5-224,resnet,MultiStream,22.096192,acc: 62.308,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.5-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-224,resnet,Offline,415.671,acc: 63.664,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-224,resnet,SingleStream,2.409933,acc: 63.664,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-224,resnet,MultiStream,19.607448,acc: 63.664,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-160,resnet,Offline,466.918,acc: 69.016,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-160/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-160,resnet,SingleStream,2.15725,acc: 69.016,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-160,resnet,MultiStream,17.642528,acc: 69.016,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-160/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-128,resnet,Offline,579.995,acc: 66.036,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-128/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-128,resnet,SingleStream,1.736104,acc: 66.036,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-128/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-128,resnet,MultiStream,14.460768,acc: 66.036,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-128/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-1.0-224,resnet,Offline,170.343,acc: 70.622,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-1.0-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-1.0-224,resnet,SingleStream,5.880075,acc: 70.622,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-1.0-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-1.0-224,resnet,MultiStream,47.365384,acc: 70.622,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-1.0-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-128,resnet,Offline,670.791,acc: 62.032,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-128/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-128,resnet,SingleStream,1.493457,acc: 62.032,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-128/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-128,resnet,MultiStream,12.038104,acc: 62.032,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-128/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-1.0-160,resnet,Offline,274.866,acc: 69.106,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-1.0-160/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-1.0-160,resnet,SingleStream,3.673841,acc: 69.106,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-1.0-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-1.0-160,resnet,MultiStream,30.54824,acc: 69.106,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-1.0-160/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-224,resnet,Offline,225.357,acc: 68.720,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-224,resnet,SingleStream,4.444052,acc: 68.720,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.75-224,resnet,MultiStream,35.82008,acc: 68.720,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.75-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_float-large-minimalistic-224,resnet,Offline,324.865,acc: 72.678,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_float-large-minimalistic-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_float-large-minimalistic-224,resnet,SingleStream,3.099252,acc: 72.678,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_float-large-minimalistic-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v3-precision_float-large-minimalistic-224,resnet,MultiStream,25.065888,acc: 72.678,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v3-precision_float-large-minimalistic-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-160,resnet,Offline,799.739,acc: 59.204,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-160/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-160,resnet,SingleStream,1.252843,acc: 59.204,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-160,resnet,MultiStream,10.168672,acc: 59.204,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-160/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-int8-lite0,resnet,Offline,271.784,acc: 71.250,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-int8-lite0/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-int8-lite0,resnet,SingleStream,3.71687,acc: 71.250,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-int8-lite0/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-int8-lite0,resnet,MultiStream,30.341808,acc: 71.250,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-int8-lite0/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.75-192,resnet,Offline,428.135,acc: 68.834,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.75-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.75-192,resnet,SingleStream,2.353855,acc: 68.834,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.75-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-0.75-192,resnet,MultiStream,19.364088,acc: 68.834,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-0.75-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-int8-lite1,resnet,Offline,176.207,acc: 74.046,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-int8-lite1/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","intel_spr_i9",intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-int8-lite1,resnet,SingleStream,5.738071,acc: 74.046,1,"13th Gen Intel(R) Core(TM) i9-13900K",1,24,"N/A","0",open/GATEOverflow/results/intel_spr_i9-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-int8-lite1/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-51-generic-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
